,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
2463,Galan; Galen; Devourer of Worlds; Ravager of Planets; Ashta,Neutral Characters,Living Characters,390,,2149,Galactus,1398,"Galactus is the infamous ""Devourer of Worlds"" in the Marvel Universe. His powers are nearly omnipotent. He has appointed a number of entities as his Heralds, imbuing them with the Power Cosmic. He uses energy from the core of planets and universal sources to sustain himself. He has currently been changed into the Lifebringer, who restores life to the planets Galactus has destroyed.",Brown Eyes,Mar-66,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5414946-lifebringer.jpg,galactus_mar_66,God/Eternal,1676,,MARVEL Comics,Galan,Male Characters,Cosmic Champions; Eternity Watch; Great Powers of the Universe; Proemial Gods; The God Squad,1966
2464,Victor Creed; Mr. Creed; Slasher; Der Schlächter; Butcher,Bad Characters,Living Characters,382,,4563,Sabretooth,2901,"Victor Creed is the feral mutant called Sabretooth.  He was a member/subject of the Weapon X Project and is the arch-enemy of Wolverine. Unlike Wolverine, Sabretooth embraces his primal instincts, leaving death in his wake. More recently, due to a spell gone wrong, Sabretooth got inverted and became a more heroic person.",Amber Eyes,Aug-77,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4172763-4169876-wolvs2015001_dellotto.jpg,sabretooth_aug_77,Mutant,2374,,MARVEL Comics,Victor Creed,Male Characters,Avengers 1959; Avengers Unity Squad; Brotherhood of Evil Mutants; Exiles; Horsemen of Apocalypse; Hounds; Human High Council; Marauders; Team X; The Lupine; The Pack; The Vi-Locks; Weapon X; Weapon X-Force; Wolverines; X-Factor; X-Men; X-Terminated,1977
2465,"Fandrall
Fandral the Dashing
God of Shame",Good Characters,Deceased Characters,375,,3512,Fandral,801,"Fandral the Dashing is a charter member of the Warriors Three, a trio of Asgardian adventurers consisting of Fandral, Hogun the Grim, and Volstagg the Valiant. They are members of the supporting cast in Marvel's Thor comics and usually provide comic relief and side-adventures.",Blue Eyes,Aug-65,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5714972-fandral.jpg,fandral_aug_65,God/Eternal,1616,,MARVEL Comics,Fandral,Male Characters,Asgardian Gods; Warriors Three,1965
2466,Hogun the Grim; Hogun the Good,Good Characters,Living Characters,371,,3511,Hogun,802,"Part of the Warriors Three along with Volstagg and Fandral, and good friend to Thor, Hogun is a short-tempered Asgardian.  He is a skilled battlefield warrior, a great horseman, and a master of weapons. He prefers the use of a mace when battling his enemies.",Grey Eyes,Aug-65,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/504892-hugun_thor_4_dcp_026.png,hogun_aug_65,God/Eternal,1827,,MARVEL Comics,Hogun,Male Characters,Asgardian Gods; Warriors Three,1965
2467,Alien costume; Spider-Man's Black costume; Spider-Man; Sinister Spider-Man; Lethal Protector,Neutral Characters,Living Characters,348,,1486,Venom,1999,"The Venom symbiote bonded with Spider-Man during his adventure in the first ""Secret Wars"" on the Beyonder's makeshift planet called Battleworld. Initially, he thought the symbiote was just a costume. However upon his discovery that it was sentient, he rejected it. Since then, the symbiote has bonded with several different hosts, the most well-known being Eddie Brock and Flash Thompson.",Variable Eyes,May-84,,No Hair,Known to Authorities Identity,https://comicvine.gamespot.com/api/image/scale_large/5704676-venom2016001-sandoval-c4208.jpg,venom_may_84,Alien,18186,,MARVEL Comics,None,Agender Characters,"A.I.M.; Agents of the Cosmos; Avengers; Central Intelligence Agency; Circle of Four; Cosmic Champions; Cosmic Strangers; Dark Avengers; Fantastic Four; Guardians of the Galaxy; Horsemen of Apocalypse; HYDRA; Landau, Luckman, and Lake; Legion of The Skull; New Fantastic Four; S.H.I.E.L.D.; Secret Avengers; Sinister Six; Symbiotes; Team Venom; The Chronos Corps; The Initiative; The Resistance; Thunderbolts; Thunderbolts Army",1984
2468,"Agent 13
The Woman Who Killed Captain America",Good Characters,Living Characters,332,,38227,Sharon Carter,792,"Inspired by the tales of Captain America and her aunt Margaret, Sharon Carter decided to become an agent of S.H.I.E.L.D.",Blue Eyes,Mar-66,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/5614308-sharon%20carter.png,sharon_carter_mar_66,Human,1300,,MARVEL Comics,Sharon Carter,Female Characters,A-Force; Avengers; Avengers Crew; Femme Force; National Force; S.H.I.E.L.D.; Secret Avengers,1966
2469,Benjamin Urich,Good Characters,Living Characters,324,,4799,Ben Urich,818,A former investigative journalist for the Daily Bugle and current owner of the newspaper Front Line who uses his friendships with Daredevil and Spider-Man to get information on criminals.,Brown Eyes,Jul-78,,Brown Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/1961022-urich.jpg,ben_urich_jul_78,Human,1161,,MARVEL Comics,Benjamin Urich,Male Characters,Daily Bugle; Front Line,1978
2470,Mephistopheles; The Devil; The Lord Of Lies; Avarrish; Mr. Church,Bad Characters,Living Characters,316,,2635,Mephisto,724,"The Lord of Lies, the Devil, Mephistopheles. Mephisto is a huge, evil demon who steals souls and tortures them in his Hell-like dimension. Father to Blackheart and Mephista.",White Eyes,Dec-68,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3841104-tumblr_n5tmsjln301qiknbco1_1280.jpg,mephisto_dec_68,God/Eternal,2146,,MARVEL Comics,Mephisto,Male Characters,Deviants; Great Powers of the Universe; Hell-Lords; Lords of the Splinter Realms; Mys-Tech; Six-Fingered Hand; The Death Gods; The Universal Church of Immortus,1968
2471,"Wong
The Eye",Good Characters,Living Characters,306,,2215,Wong,815,"Wong is Dr. Strange's assistant, friend, and defender. He has helped a number of other heroes, like Spider-Man, by providing them with information.",Brown Eyes,Jul-63,,Bald,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/1454250-wong.jpg,wong_jul_63,Human,2010,,MARVEL Comics,Wong,Male Characters,Avengers Crew; Midnight Sons; Outlaw Avengers; Secret Disciples of Strange; Tong of Creel,1963
2472,The Mad Titan; Avatar of Death; Masterlord; The Overmaster; The God of Death,Bad Characters,Living Characters,306,,7607,Thanos,993,"An Eternal with the Deviant gene which makes him unique and extremely powerful, even amongst his own kind. Above all else, Thanos loves and worships Mistress Death. Few can equal his intelligence, strength and ambition for power. Thanos has wielded the Cosmic Cube, the Infinity Gauntlet and even the Heart of the Universe.",Red Eyes,Feb-73,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/5396935-thanos2016001-deodato-d9505.jpg,thanos_feb_73,God/Eternal,2456,,MARVEL Comics,Dione,Male Characters,Annihilation Wave; Avengers; Cabal; Defenders; Deviants; Eternals; Infinity Watch; Marvel Zombies; Secret Defenders; Thanos' Defenders; Titans,1973
2473,Master of Kung Fu; Son of Fu Manchu; Tao; 上氣; Zheng Shang-Chi,Good Characters,Living Characters,296,,12716,Shang-Chi,808,"Shang-Chi is the son of a sinister Chinese mastermind. He was raised and trained in the martial arts by his father and his instructors. A spy, a romantic, a philosopher and an Avenger. As one of the best martial artists in the Marvel universe, Shang chooses to use his talents to fight evil and defend the innocent.",Brown Eyes,Dec-73,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3644773-shangchi%20-%20deadly%20hands%20of%20kung%20fu.png,shang-chi_dec_73,Human,15282,,MARVEL Comics,Zheng Shang-Chi,Male Characters,Avengers; Freelance Restorations; Heroes For Hire; Marvel Knights; MI:13; MI6; Protectors; The Initiative; Ultimate Knights; Ultimate Warriors; Xen,1973
2474,Alicia Reiss,Good Characters,Living Characters,293,,4337,Alicia Masters,737,A blind sculptor and friend of the Fantastic Four,Brown Eyes,Nov-62,,Strawberry Blond Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/727240-alicia_masters1.jpg,alicia_masters_nov_62,Human,4704,,MARVEL Comics,Alicia Reiss Masters,Female Characters,Fantastic Four,1962
2475,Lester Poindexter; Leonard; Benjamin Pondexter; Daredevil; Hawkeye,Bad Characters,Living Characters,277,,4647,Bullseye,969,A deadly killer for hire capable of using practically anything as a lethal projectile weapon with flawless accuracy and deadly force. He is one of the most psychotic and sadistic characters in Marvel and serves as one of Daredevil's most dangerous foes.,Blue Eyes,Mar-76,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5545377-bull2017001-cov.jpg,bullseye_mar_76,Human,1256,,MARVEL Comics,Lester,Male Characters,Assassins Guild; Dark Avengers; Fisk Industries; The Hand; Thunderbolts; Thunderbolts Army; X,1976
2476,Genesis; Maker; Skitch; Master of Machines; Iron Man,Good Characters,Living Characters,276,,4279,Forge,1603,Forge is a Cheyenne with natural mystical abilities and the mutant power to innately comprehend technology and build anything he can think of. He's a former love of Storm and also a former X-Men and X-Factor member. After M-day he went insane and believed dead until found and cured by Cable.,Brown Eyes,Aug-84,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/2255457-forge_cover.jpg,forge_aug_84,Mutant,119507,,MARVEL Comics,None,Male Characters,Acolytes; Exiles; Muir Island X-Men; Mutant Underground; National Security Council; Native Americans; The Outcasts; The Vi-Locks; X-Factor; X-Force; X-Men; Xavier's Underground Enforcers,1984
2477,None,Good Characters,Living Characters,272,,4330,Gorgon,803,"As a result of being exposed to the Terrigen Mist when he was an infant, Gorgon developed hooved feet and a powerful lower body.  His legs are so powerful that with a single stomp, he can create shock tremors to disable his opponents.",Brown Eyes,Nov-65,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6157963-gorgon%204.jpg,gorgon_nov_65,Other,1733,,MARVEL Comics,Gorgon Petragon,Male Characters,Attilan Royal Family; Inhumans; Thor Corps,1965
2478,Heimdallr; White God; Donald Velez; Ezra,Good Characters,Living Characters,270,,3508,Heimdall,568,"The Norse God of Vigilance, Protection and Light, and the guardian of the rainbow bridge Bifrost which links Asgard to the rest of the Nine Worlds.",Grey Eyes,Oct-62,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/2009393-heimdal_01.jpg,heimdall_oct_62,God/Eternal,1808,,MARVEL Comics,Heimdall,Male Characters,Asgardian Gods,1962
2479,Douglock,Good Characters,Living Characters,261,,7223,Warlock,1123,"Warlock is a member of the Technarchy race, and a New Mutant.  He is considered a mutant because he can experience emotions.",Black Eyes,Aug-84,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/317442-108944-warlock.jpg,warlock_aug_84,Alien,1971,,MARVEL Comics,Warlock,Male Characters,Excalibur; Fallen Angels; New Mutants; Phalanx; Serval Industries; Technarchy; The Vi-Locks; X-Factor; X-Men; Xavier Institute,1984
2480,Lockheed the Dragon,Good Characters,Living Characters,260,,4444,Lockheed,1294,"Lockheed is a purple, winged, quadrupedal alien that resembles a small dragon. He is the longtime companion of Kitty Pryde with whom he shares a special bond. He is a valued member of the X-Men and founding member of The Pet Avengers.",,Feb-83,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/996750-82_s_w_o_r_d__3.jpg,lockheed_feb_83,Alien,2037,,MARVEL Comics,Lockheed,Male Characters,Captain Britain Corps; Cosmic Champions; Dragons; Excalibur; Morlocks; Pet Avengers; S.W.O.R.D.; X-Men,1983
2481,The Shatterer; Magister Karnak,Good Characters,Deceased Characters,257,,10975,Karnak,811,"A member of the Attilan Royal Family and Magister of the Tower of Wisdom. Karnak is a philosopher and master martial artist trained in the extrasensory ability to find the weakness or fault in any object, person or idea.",Blue Eyes,Dec-65,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6197369-swarrrs2017005_cov.jpg,karnak_dec_65,Other,1915,,MARVEL Comics,Karnak Mander-Azur,Male Characters,Attilan Royal Family; Inhumans; Secret Warriors; The Vi-Locks; Voice Unheard,1965
2482,Sparky,Good Characters,Living Characters,255,,3534,Lockjaw,741,"An Inhuman dog with the abilities of incredible teleportaton feats as well as other abilities. Serving the Inhuman Royal Family as their escort and teleportation means, Lockjaw is a loyal protector.",Brown Eyes,Dec-65,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1185917-85880661.jpg,lockjaw_dec_65,Animal,2038,,MARVEL Comics,Lockjaw,Male Characters,Inhumans; Pet Avengers,1965
2483,Him; Magus; Warlock; God Slayer; Golden Surfer,Good Characters,Living Characters,252,,6805,Adam Warlock,563,"Adam Warlock is a synthetic being created by human scientists called ""The Enclave"" to become their ideal template for a new race of humans who would one day rule the Earth. However, their creation, called ""Him"", rebelled, turned against them and went on to become Adam Warlock.",White Eyes,Sep-67,,Gold Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6436233-ic1tradingvariant.jpg,adam_warlock_sep_67,Other,1029,,MARVEL Comics,Him,Male Characters,Avengers; Defenders; Great Powers of the Universe; Guardians of the Galaxy; Infinity Watch,1967
2484,"Clea Strange
Sorceress Supreme",Good Characters,Living Characters,247,,2216,Clea,468,Clea is the heroic daughter of Umar and the niece of Dormammu. She is also Doctor Strange's estranged wife and was the ruler of The Dark Dimension until her Uncle usurped her throne and regained his.,Blue Eyes,Nov-64,,White Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/4007289-clea.jpg,clea_nov_64,Other,1335,,MARVEL Comics,Clea,Female Characters,A-Force; Defenders; Lady Liberators; Valkyrior,1964
2485,None,Good Characters,Living Characters,240,,11428,Triton,672,"A member of the Inhuman Royal Family, Triton was exposed to the Terrigen Mist when he was a year old and emerged with a number of aquatic mutations.",Green Eyes,Dec-65,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/5527280-triton%201.jpg,triton_dec_65,Other,2497,,MARVEL Comics,None,Male Characters,Attilan Royal Family; Deep Six; Inhumans; Mermaids; Voice Unheard,1965
2486,None,Good Characters,Living Characters,234,,3537,Zabu,507,"Zabu is a sabretooth, Ka Zar's mentor, raising him and teaching him the ways of the Savage Land.",Green Eyes,Mar-65,,Orange Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/821330-zabu.jpg,zabu_mar_65,Animal,1533,,MARVEL Comics,Zabu,Male Characters,Pet Avengers,1965
2487,Karen Page,Good Characters,Deceased Characters,226,,4486,Karen Page,387,Secretary at Matt Murdock's law firm and long time love interest. She was eventually killed by Bullseye when she sacrificed herself for Matt.,Blue Eyes,Apr-64,,Blond Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/194256-52677-karen-page.jpg,karen_page_apr_64,Human,1911,,MARVEL Comics,Karen Page,Female Characters,,1964
2488,"Valerie Cooper
Doctor Cooper
Agent Cooper",Good Characters,Living Characters,225,,14860,Valerie Cooper,1060,Dr. Valerie Cooper is a member of the Commission on Superhuman Affairs and often acts as a liaison between the Government and mutant teams such as the X-Men and X-Factor. She was also responsible for the creation of Freedom Force and choosing John Walker as a replacement Captain America.,Blue Eyes,Dec-83,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1994807-val.jpg,valerie_cooper_dec_83,Human,1356,,MARVEL Comics,Valerie Cooper,Female Characters,Commission on Superhuman Activities; O*N*E; S.T.A.R.S.; Sentinel Squad O*N*E; X-Men,1983
2489,"Gamora
The Deadliest Woman In The Universe
The Most Dangerous Woman in the Galaxy
Requiem",Neutral Characters,Living Characters,218,,6806,Gamora,719,"The sole surviving member of the Zen Whoberi, Gamora, was saved as a child by Thanos. Through Thanos' augmentation and training she became a highly skilled and feared galactic assassin. Using her new formidable skills and abilities, she gained the reputation and title of The Deadliest Woman in the Universe.",Yellow Eyes,Jun-75,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6643695-all-new_guardians_of_the_galaxy_vol_1_3_irving_variant_textless.jpg,gamora_jun_75,Alien,1684,,MARVEL Comics,Gamora Zen Whoberi Ben Titan,Female Characters,A-Force; Children of Thanos; Graces; Guardians of the Galaxy; Holy Guard; Infinity Watch; Nova Corps; Phalanx; The Select; Thor Corps; United Front; Zen-Whoberi,1975
2490,Spider-Woman; Arachne; Madame Web,Good Characters,Living Characters,212,,16197,Julia Carpenter,459,"Julia Carpenter is the second heroine to take up the mantle of Spider-Woman, later changing her name to Arachne. After the events of the Grim Hunt she became the new Madame Web and is currently a watcher and guardian of the Spyders.",Blue Eyes,Oct-84,,Strawberry Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3596670-madame%20web.jpg,julia_carpenter_oct_84,Human,2590,,MARVEL Comics,Julia Cornwall Carpenter,Female Characters,Alpha Flight; Avengers; Avengers West Coast; Cosmic Champions; Defenders; Force Works; Freedom Force; Omega Flight; Secret Defenders; The Initiative,1984
2491,Thordis; Jane Nelson; Lady Jane; Doctor Foster; Nurse Foster,Good Characters,Living Characters,211,,12337,Jane Foster,852,"A nurse who assisted Thor (disguised as Dr. Donald Blake) and eventually fell in love with him. Despite being diagnosed with breast cancer, she took up the mantle of Thor when he was no longer deemed worthy.",Blue Eyes,Sep-62,,Brown Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/5745491-4864482-jane_foster_%28earth-616%29_from_thor_vol_4_1.jpg,jane_foster_sep_62,Human,1654,,MARVEL Comics,Jane Foster,Female Characters,Avengers; Avengers Crew; Congress of Worlds; League of Realms  ; Outlaw Avengers; Stark Industries; Thor Corps,1962
2492,"Baby Spalding
Hope Spalding
Messiah Child
Mutant Messiah
The Starchilde
White Phoenix",Good Characters,Living Characters,200,,49329,Hope Summers,980,"The first mutant born after M-Day, Hope Summers is believed to either be the mutant messiah or the harbinger of death for humanity. She is an Omega-level power mimic, and possesses a connection to the Phoenix Force.",Green Eyes,Jan-08,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3047989-cablexf2012013cov_col.jpg,hope_summers_jan_08,Mutant,119275,,MARVEL Comics,Hope Summers,Female Characters,Five Lights; X-Force; X-Men,2008
2493,"Box
Gemini",Good Characters,Living Characters,193,,24399,Madison Jeffries,705,"Madison Jeffries is a mutant with the power to psionically restructure metal, plastic, and glass.",Brown Eyes,Aug-83,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/5711529-img_9920.jpg,madison_jeffries_aug_83,Mutant,1232,,MARVEL Comics,Madison Jeffries,Male Characters,Alpha Flight; Brotherhood of Chaos; Weapon X Program; X-Club; X-Men; Zodiac,1983
2494,"Gene Khan
Zhang Tong
Tem Borjigin
Chu
",Bad Characters,Deceased Characters,190,,3530,Mandarin,483,"A remarkable genius with both earthly and extraterrestrial technology, the Mandarin is also an exceptional athlete, swordsman, and martial artist.",Blue Eyes,Feb-64,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/291046-58477-the-mandarin.jpg,mandarin_feb_64,Human,2099,,MARVEL Comics,Khan,Male Characters,Cabal; Masters of Evil; The Hand,1964
2495,Crimson Cowl; The Space Knight; The Vision; Turino XL; Ultron-5,Bad Characters,Deceased Characters,181,,2242,Ultron,698,"Created by Henry Pym to be a technological landmark, Ultron soon intellectually surpassed his ""father"" and eventually fought the Avengers after organizing the Masters of Evil. He has clashed with the Avengers numerous times, driven by his hatred of all organic life and his desire to witness its total destruction. ",Red Eyes,Jul-68,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/4650884-11295566_942667079087429_4251925765783847978_n.jpg,ultron_jul_68,Robot,1576,,MARVEL Comics,Ultron,Male Characters,Cosmic Champions; Legion Accursed; Lethal Legion; Masters of Evil; Nugent Technologies; Phalanx; Technarchy; Tong of Creel; Vigilance,1968
2496,Three-in-One; Five-in-One; Stepford Cuckoos,Good Characters,Living Characters,177,,50486,Celeste Cuckoo,1367,"Celeste is the youngest of the Stepford Cuckoos, a group of clones of Emma Frost created by the Weapon Plus program. She is currently enrolled at the New Charles Xavier School for Mutants.",Blue Eyes,Nov-01,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5896589-death%20of%20x%20%282016-%29%20004-008.jpg,celeste_cuckoo_nov_01,Mutant,39972,,MARVEL Comics,None,Female Characters,Academy X; Corsairs; Frost Family; Stepford Cuckoos; X-Men; Xavier Institute,2001
2497,Daughter of the Dragon,Good Characters,Living Characters,175,,1494,Colleen Wing,361,Colleen Wing is a samurai and one half of the detective/bail-bond firm Daughters of the Dragon. She and Misty Knight co-own 'Heroes for Hire'.,Blue Eyes,Nov-74,,Auburn Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/135588-182952-colleen-wing.jpg,colleen_wing_nov_74,Human,1344,,MARVEL Comics,Colleen Wing,Female Characters,Avengers; Daughters of the Dragon; Heroes For Hire; Lady Liberators; The Hand; The Initiative; The Nail,1974
2498,"Black King
Black Bishop
Lord Imperial",Neutral Characters,Living Characters,174,,2175,Sebastian Shaw,1197,Sebastian Shaw is a mutant that is best known for being the Black King of the Hellfire Club. His power allows him to absorb all kinetic energy directed at him and turn it into greater physical strength and speed.,Blue Eyes,Jan-80,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3163609-shaw1.jpg,sebastian_shaw_jan_80,Mutant,1184,,MARVEL Comics,Sebastian Hiram Shaw,Male Characters,Hellfire Club; Red Guard; Serpent Cartel; X-Men,1980
2499,Three-in-One; Five-in-One; Stepford Cuckoos,Good Characters,Living Characters,174,,50489,Phoebe Cuckoo,1355,"Phoebe is one of the Stepford Cuckoos, a group of clones of Emma Frost created by the Weapon Plus program. She is currently enrolled at the New Charles Xavier School for Mutants.",Blue Eyes,Nov-01,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5896590-death%20of%20x%20%282016-%29%20001-010.jpg,phoebe_cuckoo_nov_01,Mutant,57564,,MARVEL Comics,Phoebe Cuckoo,Female Characters,Academy X; Corsairs; Frost Family; Hellfire Club; Stepford Cuckoos; X-Men; Xavier Institute,2001
2500,Lady Tessa; Britannia; Diana Fox,Good Characters,Living Characters,172,,4559,Sage,921,"Sage is a mutant with mental abilities and a computer-like mind capable of infinite recall. She has been a member of the Hellfire Club, X-Men, Excalibur and the Exiles.",Blue Eyes,Apr-80,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6246729-sage_x.jpg,sage_apr_80,Mutant,2376,,MARVEL Comics,None,Female Characters,Excalibur; Exiles; Hellfire Club; MI:13; Shadow-Captains; X-Men; X-Treme Sanctions Executive; X-Treme X-Men,1980
2501,Hela; Halja; Goddess of Death; Queen of Hel; Ruler of Hel,Bad Characters,Deceased Characters,170,,4342,Hela,500,Hela is the Norse Goddess of Death and ruler of Hel and Niffleheim.,Green Eyes,Mar-64,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1466090-14_avengers_prime_5_adams_variant_.jpg,hela_mar_64,God/Eternal,1809,,MARVEL Comics,Hel,Female Characters,Asgardian Gods; Hell-Lords; The Death Gods,1964
2502,Henry Peter Gyrich,Bad Characters,Living Characters,170,,9711,Henry Gyrich,568,"Henry Peter Gyrich, an ambitious politician, has often been a thorn in the side to the superhuman community. Afraid of that which is different, Gyrich has often hindered the effectiveness of superheroes and has been among the first to blame them for society's ills.",Green Eyes,Nov-77,,Red Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/2964603-gyrich.jpg,henry_gyrich_nov_77,Human,1760,,MARVEL Comics,Henry Peter Gyrich,Male Characters,Avengers; Commission on Superhuman Activities; Friends of Humanity; Human High Council; Initiative Staff; National Security Council; S.W.O.R.D.; The Initiative; The Shadow Initiative,1977
2503,None,,Living Characters,165,,59930,Redwing,428,Falcon's pet bird that has saved him on many occasions. Redwing has a telepathic connection to Falcon.,Yellow Eyes,Sep-69,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/962562-redwing.jpg,redwing_sep_69,Animal,15257,,MARVEL Comics,None,Male Characters,Pet Avengers; Stars and Stripes; Super Hero Squad; The Initiative,1969
2504,Mandy Celestine; Willow; Lorelei; Celestial Madonna; Mantis Brandt,Good Characters,Living Characters,156,,3324,Mantis,350,"From Avenger to cosmic traveler to the legendary Celestial Madonna, Mantis is perhaps one of the most well-traveled characters in the Marvel Universe.",Green Eyes,Jun-73,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5053410-1266663631-latest,mantis_jun_73,Human,2105,,MARVEL Comics,None,Female Characters,Anachronauts; Avengers; Avengers West Coast; Fantastic Four; Guardians of the Galaxy; Knowhere Corps; Xen,1973
2505,"Marlene Fontaine
Mar",Good Characters,Living Characters,156,,33191,Marlene Alraune,193,"An ex-girlfriend of Marc Spector, Moon Knight.",Blue Eyes,Jun-76,,Blond Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/1469234-marlene.jpg,marlene_alraune_jun_76,Human,1057,,MARVEL Comics,Marlene Fontaine,Female Characters,,1976
2506,"Empress Veranke
Jessica Drew
Queen Veranke
Silver Scorpion
Skrull Queen
Spider-Woman",Bad Characters,Deceased Characters,156,,54514,Veranke,345,"Princess Veranke was a faithful believer of the prophecy that destruction would come for the Skrull Throneworld. She was banished for her faith, but when the prophecy was realized by the coming of Galactus, the surviving Skrulls declared her their Queen. Impersonating the Avenger Spider-Woman, she laid the groundwork for a Skrull invasion of Earth.",Green Eyes,Jan-05,,Green Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6441430-8567470126-latest,veranke_jan_05,Alien,119342,,MARVEL Comics,Veranke,Female Characters,Avengers; Dard'van; HYDRA; Lady Liberators; New Avengers; Red Guard; S.H.I.E.L.D.; Skrulls; Super-Skrulls,2005
2507,Simon Walters; Beta Ray Thor,Good Characters,Living Characters,153,,6139,Beta Ray Bill,338,"The cyborg champion of the Korbinites, Beta Ray Bill guarded his people as they fled attack by demons. When he encountered Thor and proved himself worthy to wield Mjolnir, Odin bestowed upon him the powers of Thor and created for him Stormbreaker, an equally powerful hammer.",White Eyes,Nov-83,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6042974-beta_ray_bill_%28earth-616%29_from_unworthy_thor_vol_1_3_002.jpg,beta_ray_bill_nov_83,Cyborg,1163,,MARVEL Comics,Bill,Male Characters,Alpha Flight; Annihilators; Asgardian Gods; Avengers; Guardians of the Galaxy; Korbinites; Omega Flight; Star Masters; Thor Corps,1983
2508,"The Cure
Jimmy
Simon Lee
",Good Characters,Living Characters,152,,3193,Leech,626,A former Morlock and frequent friend of the X-Men. The green-skinned Leech was orphaned as a toddler. His parents left him to die when his mutations became apparent. He has the power to negate all superhuman abilities within 10 yards of him.,White Eyes,Mar-84,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/79409-5791-leech.jpg,leech_mar_84,Mutant,1961,,MARVEL Comics,None,Male Characters,Daydreamers; Future Foundation; Gene Nation; Generation X; Morlocks; The 198; X-Factor; X-Men; X-Terminators; Xavier Institute,1984
2509,"Major Talbot
Colonel Talbot
Glenn
Glen
",Neutral Characters,Deceased Characters,151,,3459,Glenn Talbot,309,"Glenn Talbot was a major in the U.S. Air Force who hunted the Hulk with Gen. Ross. He later married Betty Ross, but they divorced. He later became a Colonel. He recently resurfaced in the Fall of the Hulks storyline.",Blue Eyes,Nov-64,,Brown Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3659762-3659044-1579865-glen_talbot_01.jpg,glenn_talbot_nov_64,Human,2422,,MARVEL Comics,Glenn Talbot,Male Characters,Hulkbusters; United States Air Force; United States Army,1964
